deathRate,medIncome,popEst2015,povertyPercent,studyPerCap,MedianAge,Geography,AvgHouseholdSize,PercentMarried,PctHS18_24,PctHS25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,BirthRate
163.6,46283,196567,17.2,106.8338022,39.9,"Broome County, New York",2.37,43.8,24.4,32.2,7.8,69.2,47.5,38.9,4.2987606
167.9,43892,77922,16.2,0,41.4,"Cattaraugus County, New York",2.41,48.7,32.9,40.9,8.2,67.3,44,39.8,4.82052462
158.6,52792,78288,12.7,102.1867975,42.5,"Cayuga County, New York",0.0243,46.8,27.7,34.1,7.3,71,48.7,36.2,5.470136014
173.2,41757,130779,19.3,267.6270655,41.7,"Chautauqua County, New York",2.36,47,25,35.5,7.8,66.5,45,41,6.073151538
183.8,48880,87071,18.2,195.2429626,40.9,"Chemung County, New York",2.35,48.3,33.7,35.6,5.4,68.8,49.9,39,5.089635277
180.3,46387,48844,16.7,0,43.8,"Chenango County, New York",0.0249,50.2,36.4,39.2,7.1,66,44.9,40.7,5.052412881
194.2,34842,51881,20.5,19.27487905,46,"Henry County, Virginia",2.32,52,40.7,34.1,10,59.8,33.9,42.9,6.007452513
111.3,38636,2214,14.6,0,59,"Highland County, Virginia",2.1,63.1,33.9,38.6,1.1,69.4,27.4,39.3,10.79136691
200.6,64350,36314,10.2,0,44.5,"Isle of Wight County, Virginia",2.57,58.1,36.2,27.7,8.3,76.5,48,29.2,3.667228197
149,75926,73147,7.9,27.34220132,45.4,"James City County, Virginia",2.49,58.3,31.2,21.1,5.1,81.1,45.2,30.5,4.819607038
180.3,46331,7158,14.8,0,45.9,"King and Queen County, Virginia",2.46,53.7,41,41.1,5.5,65.7,44.5,31.9,9.290030211
195.7,76206,25515,7.5,0,36.6,"King George County, Virginia",2.96,56.6,43.6,30.3,7.4,83.5,55.6,20.9,6.194544857
187.4,64305,16269,8.8,0,40.7,"King William County, Virginia",2.66,58.5,36.6,39.4,5.4,75.6,55.5,25.5,6.631716907
190.6,45827,10965,13.7,0,55.6,"Lancaster County, Virginia",2.13,51.4,46.6,32.8,7.9,71,32.4,42.9,4.297328688
224.2,31429,24742,26.6,0,42.8,"Lee County, Virginia",2.52,49.8,22.9,33.6,12,52.5,30.3,48.8,6.208251473
136.5,122641,375629,3.9,449.9120142,35.3,"Loudoun County, Virginia",3.08,61.2,26.5,13.8,4,86.9,68.9,11.8,6.198748382
191,60121,34602,11.5,0,43.7,"Louisa County, Virginia",2.64,55.1,50.4,37,8.1,67.4,46.1,30.2,5.015546843
189.8,37548,12299,22.4,0,44.7,"Lunenburg County, Virginia",2.48,45.7,31.4,34.9,7.3,58.5,34.4,41.3,7.48049564
169.8,52513,13134,12.3,0,44.6,"Madison County, Virginia",2.58,52.2,31.6,36.4,6.6,65.3,42.3,33.5,6.25698324
157.1,58268,8862,10.6,225.6826901,51.1,"Mathews County, Virginia",2.3,63.6,52.6,33.3,3.3,80.6,49.9,33.6,1.906898486
213.7,38500,31081,21.1,289.5659728,47.2,"Mecklenburg County, Virginia",2.41,44.4,42.3,32.5,6.9,61.7,34.8,41.1,4.664723032
206.9,48921,10606,14.4,94.28625306,52.7,"Middlesex County, Virginia",2.38,54.4,27.8,32.5,6.3,77.6,39.9,39.2,2.71468144
153.3,43484,97653,24.8,256.00852,27.5,"Montgomery County, Virginia",2.48,39.1,11.3,21.8,5.6,82.4,58.2,19.9,3.135414054
194.3,48076,14785,13.4,0,48.4,"Nelson County, Virginia",2.33,50,48.5,33.6,5.7,69.1,40.9,36,5.74048913
201.4,72406,20392,6.2,0,43.1,"New Kent County, Virginia",2.61,60.6,41.3,33,6.1,83.8,59.5,21.7,2.628490965
227.1,36822,12155,21.5,0,48.3,"Northampton County, Virginia",2.26,46.4,39.8,34.2,9.5,56.8,29.8,41.3,6.455750321
190.5,51422,12232,14.3,0,55.1,"Northumberland County, Virginia",2.1,61,50.7,31.1,8.7,76.1,39.7,43.4,7.278020378
201.5,37996,15673,24.3,0,41.5,"Nottoway County, Virginia",0.0254,42.7,40.2,37.1,10.8,59.2,35.6,44.1,7.331771008
177.3,59282,35385,10.7,0,42.6,"Orange County, Virginia",2.66,54.7,47.3,34.7,7.9,69.9,45.9,33.9,2.100668394
199.2,44851,23726,16.9,0,44.1,"Page County, Virginia",2.52,53.1,41.3,42.9,9.3,63.5,38.1,35.7,5.963302752
178.3,34885,18045,21.9,0,48,"Patrick County, Virginia",2.31,53.5,36.3,36,8.3,57.4,32.2,43.9,2.944539737
176.8,44207,62194,14.6,0,546,"Pittsylvania County, Virginia",2.36,53.5,40.7,35.3,7.7,66.2,42.6,36.2,4.194566305
175.1,75539,28031,7.1,0,43.7,"Powhatan County, Virginia",2.63,57.5,46.2,28.6,4.9,83.7,57.4,22.7,5.615292712
188.8,37543,22952,25.5,0,32.1,"Prince Edward County, Virginia",2.49,36.1,21.7,34.6,7,69.6,42.4,30.4,7.608005083
172.1,61792,37862,10.5,0,37.1,"Prince George County, Virginia",3.03,49.7,36.2,33.4,10.6,80.5,44.9,25.2,4.855936413
150.1,91886,451721,7.2,19.92380252,34,"Prince William County, Virginia",3.17,55,33.9,21.7,5.4,78,54.5,17.1,6.857756326
185.8,46186,34332,14.7,0,45.2,"Pulaski County, Virginia",2.3,53.5,34.6,34.2,7.4,69.3,47.1,35.5,6.174957118
149.6,62800,7378,9.3,0,49.1,"Rappahannock County, Virginia",2.26,63.9,47.2,25.6,2.9,68.1,39.9,31.5,5.182481752
176.2,42204,8908,19.7,0,43.7,"Richmond County, Virginia",2.47,46.6,29,40.2,8.7,70.6,43.7,35.6,8.755129959
155.9,61935,94409,8.2,21.18442098,43.5,"Roanoke County, Virginia",2.4,55.7,36.9,26.4,5.1,79.6,53.7,29.1,5.4044916690000004
159.2,48497,22354,13,0,48.3,"Rockbridge County, Virginia",2.39,55,46.7,36.3,4.1,69.3,39.5,35,6.476146578
156.1,55798,78593,11.7,0,41.5,"Rockingham County, Virginia",2.57,57,42.3,35.5,5.4,72.9,50.2,27.2,4.834403227
212,37378,27891,17.9,0,43.8,"Russell County, Virginia",2.51,54,39.5,36.7,8,56.7,35.5,43.2,3.255738239
196.1,36290,22126,20.8,0,45.4,"Scott County, Virginia",2.34,57.6,38.3,36.2,9.4,62.7,40.5,42.7,2.248441674
171.4,45430,43190,12,0,43.8,"Shenandoah County, Virginia",2.47,55.6,39.5,39.5,6,68.9,45.4,33.4,7.406593407
202.4,37831,31470,19.7,0,44.3,"Smyth County, Virginia",2.43,51.7,44.8,38.8,6.4,59.2,39.8,41.4,6.188734455
181.8,46521,18109,15.3,0,45.4,"Southampton County, Virginia",2.53,48.3,27.9,34.8,7.2,66.8,42,33.3,5.455508475
172.5,75714,130475,9.2,176.2789806,36.7,"Spotsylvania County, Virginia",2.97,56,40.1,31.7,6.2,78.3,53.8,21.9,6.051314143
175.6,92647,142003,5.9,0,34.7,"Stafford County, Virginia",3.08,57.4,36.1,23.7,5.5,84.1,51.8,18.4,4.9708185050000004
182.2,48707,6709,12.9,0,47.5,"Surry County, Virginia",2.56,53.2,44,29.2,10.7,65.2,42.3,31.4,4.897660819
208.4,37748,11715,23.9,0,38.5,"Sussex County, Virginia",2.08,32,42.8,40.3,6.9,66.2,37.8,44.2,3.682946357
208.1,38292,42899,19.2,23.31056668,43.1,"Tazewell County, Virginia",2.38,53.9,41.1,35.8,8,59,38.9,41.7,6.033920417
202.5,60714,39083,11.3,0,40.4,"Warren County, Virginia",2.62,51.2,38.7,36.6,7.2,75.2,53.3,25.6,5.544668588
176.7,43353,54591,14.5,36.63607554,44.7,"Washington County, Virginia",2.35,53.9,34.4,32.9,6.9,67.4,41.5,37.7,5.091597145
179.9,48232,17629,15,0,46.6,"Westmoreland County, Virginia",2.51,47.6,39.8,36.3,9.7,64.7,38.6,38,3.666942377
223.4,38528,39718,21.9,0,39.8,"Wise County, Virginia",2.46,47.5,35.6,32.4,11,59.7,40,42.3,3.651138835
175.9,41132,29119,15.6,137.3673546,43.6,"Wythe County, Virginia",2.44,53.7,42.7,36.4,9.6,63.9,44,35.3,2.933713923
152.3,81169,67837,5.5,0,39.5,"York County, Virginia",2.73,61.5,36.4,19.6,5.8,87.2,43.4,20.9,4.925163106
135.4,86419,153511,9.6,58.62772049,36,"Alexandria city, Virginia",2.21,44.1,23.7,12.1,4.5,76.4,57.3,17.6,6.214827502
226.6,34099,17141,21.8,408.3775742,41.8,"Bristol city, Virginia",2.22,46.2,41.8,32.8,10.7,57.3,36.3,42,3.86837478
240.8,38331,6618,17.2,0,33.8,"Buena Vista city, Virginia",2.26,48.1,46.3,40.5,7.3,59.9,38.3,34.7,11.88769415
178.2,45890,46597,25.9,364.8303539,29.8,"Charlottesville city, Virginia",0.0239,30.1,22.2,22.2,4.3,76.1,52.9,20.3,2.753790712
182.2,66625,235429,9.8,46.72321592,36.5,"Chesapeake city, Virginia",2.75,52.5,36.1,26.5,7.5,77.9,47.6,24.9,5.746827092
159.3,52355,17820,11.5,0,40,"Colonial Heights city, Virginia",2.44,47.4,44.2,35.2,8.3,74.6,43,32.2,3.664122137
207.4,33646,42082,23.6,356.4469369,41.8,"Danville city, Virginia",2.2,38.7,32.7,28.1,12.7,57.2,34.1,46.1,3.236583838
137.6,125635,13892,3.2,0,37.7,"Falls Church city, Virginia",2.57,55.3,17.5,7.5,4.2,92.3,70.7,13.5,3.066180935
221.7,38583,8490,22.5,0,38,"Franklin city, Virginia",2.41,34.9,22.8,24.9,13.7,59.4,37.1,40.5,4.927099045
180.3,51195,28118,16.8,1280.318657,29.4,"Fredericksburg city, Virginia",2.46,33.7,24.6,26.9,8.9,71.3,49.1,24.4,4.269052202
190.3,47615,136454,15.2,168.5549709,35.4,"Hampton city, Virginia",2.51,41,28.3,27.3,9.8,69.5,39.1,31.6,4.72938218
150.5,38541,52538,28.3,57.10152651,23.5,"Harrisonburg city, Virginia",2.69,28.7,15.7,26.5,6.5,72.8,54.9,18.2,2.564793362
244.9,40122,22378,19.5,0,36.9,"Hopewell city, Virginia",2.53,35.3,36.5,38.3,12.8,62,39.9,38.8,5.969289827
194.5,40065,79812,25,388.41277,28.7,"Lynchburg city, Virginia",2.37,35.6,21.9,25.1,8,69.1,45.1,30.4,5.96087761
155.2,72510,41764,9.8,0,33.3,"Manassas city, Virginia",3.27,53.3,25.2,26,7.5,69.1,51.6,19.3,6.93416809
191.9,48440,182385,16.7,159.0043041,32.8,"Newport News city, Virginia",2.5,41.1,31.3,28.2,9.1,68.8,40.3,29.7,5.236698785
193.6,42567,246393,23.4,523.5538347,30,"Norfolk city, Virginia",2.53,34.1,33.5,26.9,10.9,63,35,30.4,6.373340936
197.3,31620,3939,21.6,3046.458492,39.3,"Norton city, Virginia",2.21,43.1,20.3,19.4,11.1,59.8,37.7,42.5,3.938223938
224.4,32749,32477,25.8,0,39.5,"Petersburg city, Virginia",2.44,29.5,43.7,34,13,53.1,32.3,43.3,4.372408594
159.2,84213,12059,5.9,0,43.8,"Poquoson city, Virginia",2.59,60.3,30.6,27,4.5,87.7,55.8,21.8,4.361370717
218.1,43045,96201,18.3,187.1082421,34.9,"Portsmouth city, Virginia",2.54,37.8,39.2,28.9,11.6,62.4,37.7,35.8,5.954956101
193.1,34267,17403,32.4,0,22.3,"Radford city, Virginia",2.57,25.3,17.7,22.6,8.8,76.1,52.5,22.8,1.039129729
200.2,42074,220289,25,122.5662652,32.9,"Richmond city, Virginia",2.33,26.2,22.1,23,10,59.3,39,33,4.888983425
201.2,40735,99897,20.4,430.4433567,38,"Roanoke city, Virginia",2.29,38.7,41.1,30.4,8.3,59.2,40.7,36.4,6.673085779
186.6,54195,25432,10.2,432.5259516,40.5,"Salem city, Virginia",2.29,47.3,23.8,29.8,4.8,75.1,53.7,27.2,4.6092503990000004
176.1,42552,24416,16.5,0,42.3,"Staunton city, Virginia",2.21,43.6,34.2,30.9,5.6,68.4,41.5,35.1,3.909798832
199.3,60735,88161,13.6,11.34288404,38.3,"Suffolk city, Virginia",2.75,50.4,37.4,28.3,8,73.4,43.1,28.9,5.719705952
168.1,67676,452745,8.6,88.34995417,35,"Virginia Beach city, Virginia",2.63,50.1,31.9,22.4,6.1,80,42.2,22.1,5.841796248
210.5,44843,21491,14.6,0,38.5,"Waynesboro city, Virginia",2.32,47.9,49.6,38.5,4.9,61.7,40.9,37,7.446377985
162.1,46954,15052,20.1,0,24.6,"Williamsburg city, Virginia",2.37,26.2,10,15.5,8.5,83.3,52.2,22,2.181467181
192.8,44537,27284,13.4,1026.242486,37,"Winchester city, Virginia",2.47,41.3,30.6,30.4,6.7,65.6,42.7,29,6.642835865
135.7,47423,19254,19,0,28.9,"Adams County, Washington",3.24,56.9,36.9,25.9,9.6,45,30.5,40,9.861143799
188.3,44055,22105,16.3,0,44.2,"Asotin County, Washington",2.34,52.7,37.5,30.5,9.6,64.1,37.1,43.3,3.801794105
163.9,58750,190309,14.6,462.4058768,35.5,"Benton County, Washington",2.72,53.5,35.6,24.4,6.9,66.6,47.1,33.8,6.253360451
154.7,49174,75644,14,727.0900534,39.3,"Chelan County, Washington",2.7,52.3,33.3,30.1,7.5,64.3,32.6,38,4.217134885
181.3,47185,73486,16.2,136.0803418,50.1,"Clallam County, Washington",2.27,50.5,34.4,27.9,9.9,63.5,33.1,45.6,5.956137583
178.2,61747,459495,9.9,272.0377806,37.4,"Clark County, Washington",2.71,52.7,33.2,25.3,8.6,69.8,49,32.2,5.742215991
194.4,45465,3944,15.5,0,49.5,"Columbia County, Washington",2.31,52.4,31.4,27.5,10.4,60.7,27.8,50.6,5.205479452
184.1,44235,103468,20.6,202.961302,41.2,"Cowlitz County, Washington",2.54,51.1,33.6,30.9,10.7,62.3,40,42.9,6.298743004
157.4,51151,40534,15.5,24.67064686,37,"Douglas County, Washington",2.76,58.1,38.9,27.7,6.5,55.3,37.2,40.7,4.643274854
161.1,39992,7582,22.4,0,47.7,"Ferry County, Washington",2.39,48.2,24.7,31.2,12.2,50.6,27,52,4.978354978
163.5,55006,88807,17.3,0,29.1,"Franklin County, Washington",3.4,49.2,38,27.3,7.2,52.7,37.5,36.3,8.388253538
115,46404,2219,14.2,0,49.8,"Garfield County, Washington",2.3,61.9,32.9,29.4,7.4,62.8,34.8,44.9,13.55498721
173.1,50388,93259,15.8,0,32.2,"Grant County, Washington",3,52.3,33.4,26.8,10.1,49.9,33.9,41.2,6.92564347
194.6,43205,71122,19.6,140.6034701,42.7,"Grays Harbor County, Washington",2.51,47.5,38.9,32.1,14.3,56.7,34.8,42.7,5.713875529
143.5,59358,80593,10.3,0,44,"Island County, Washington",2.33,59.1,43,23.3,9,75.7,30.8,36.5,6.113924051
154.9,50964,30466,14.1,262.5878028,55.6,"Jefferson County, Washington",2.18,53.7,27.1,23.2,9.5,66,29.5,49,5.305574211
152.7,75738,2117125,11.3,620.6530082,37.2,"King County, Washington",2.45,49.5,23.1,16.5,6.3,75.8,56.7,23.9,5.202119227
170.7,38989,38033,19.9,0,39,"Chippewa County, Michigan",2.46,45,30.4,37.8,11.7,65.2,40.3,40.2,5.803003309
203.8,34655,30553,24.5,0,46.4,"Clare County, Michigan",2.28,51.6,35.1,39.3,13.2,55.6,29.6,51.1,3.935222672
149.1,60650,77390,10,0,39.7,"Clinton County, Michigan",2.64,54.7,21.9,27.9,6.5,80.6,57.7,28,4.540884719
178.6,41101,13801,16.5,0,49.3,"Crawford County, Michigan",2.3,55.1,41,35.4,12,65.3,37,47.6,3.797949107
178.5,43338,36377,14.8,384.8585645,46.4,"Delta County, Michigan",2.3,54,26.2,35.3,9.2,66.5,40,42.3,3.887024609
172.2,45174,25788,14.4,1318.442687,46.4,"Dickinson County, Michigan",2.31,54,33,39.9,7,71.2,43.5,39.8,6.088280061
178.6,57088,108801,9.8,9.191091994,41,"Eaton County, Michigan",2.45,52.1,32.8,29.7,7.8,76.5,53.4,32.3,5.808302127
168,50191,33161,11.6,422.1826845,44.3,"Emmet County, Michigan",2.33,57.5,34.5,26.2,8.4,71.7,41.9,35.5,5.055523086
192.1,41787,410849,21.5,523.3066163,39.6,"Genesee County, Michigan",2.48,44.6,31.5,32.8,13.2,63.5,42.3,43.9,4.863978687
196.5,39721,25164,18.5,0,48.9,"Gladwin County, Michigan",2.3,57.2,36.2,40.2,11,61.6,32.1,49.8,6.390328152
195.2,33600,15431,20.9,0,48.3,"Gogebic County, Michigan",2.1,46,32,38.4,9.5,61,34.3,47,2.773556231
151.8,55592,91636,9.7,556.5498276,41.7,"Grand Traverse County, Michigan",2.46,52,31.2,26.9,6.6,73,46.7,33.7,5.649660209
168.3,43509,41540,18.5,0,38.9,"Gratiot County, Michigan",2.45,47.1,39.2,41.1,8.5,68,46.5,38.7,3.748722027
187.5,44780,45941,16.6,0,42,"Hillsdale County, Michigan",2.5,54,28.7,40.2,9,65,42.8,38.1,6.309693152
155.4,39126,36380,18.7,0,32.8,"Houghton County, Michigan",2.51,44.3,21.6,33.8,7.2,71.6,46.1,33.2,5.373953975
181.6,41678,31883,14.1,0,48,"Huron County, Michigan",2.3,55.7,35.4,44.3,7.8,69.4,38.6,42,5.169018707
165.5,45840,286085,20.1,443.9240086,31.5,"Ingham County, Michigan",2.4,38.8,16.7,21.6,9,72.7,52,31.3,4.499226458
173,48681,64223,15.2,0,37.9,"Ionia County, Michigan",2.72,50,39.4,38.1,10.4,69.1,49.8,36.1,6.91088967
193.4,37122,25345,19,0,624,"Iosco County, Michigan",2.2,52.2,32.4,40,12.1,61.4,29.4,53.2,4.012841091
167.6,35961,11348,17.3,0,53.3,"Iron County, Michigan",2.07,51.2,35.6,45,9,64.1,32.8,49.2,4.683342203
180.1,42431,70698,28.3,99.01270192,26.3,"Isabella County, Michigan",2.61,34.9,17,31.8,11.3,72.6,51.3,27.1,3.814938787
193.8,46670,159494,15.4,514.1259232,40.5,"Jackson County, Michigan",2.48,48,30.4,34.8,10.3,67.9,45.9,38.8,5.040777373
171,46283,260263,18.9,810.7183887,34,"Kalamazoo County, Michigan",2.47,44.3,20.4,23.1,9.1,73.4,52.1,31,4.426449927
200.7,40709,17260,17.4,0,44.4,"Kalkaska County, Michigan",2.38,54.4,41,42.4,10.4,60.6,35.8,45,4.369071572
160.2,53342,636369,15.3,414.8536462,34.8,"Kent County, Michigan",2.63,49.2,26.7,25.5,7.7,72.2,53.6,29.7,5.98333118
113.5,40411,2168,12.7,0,54.5,"Keweenaw County, Michigan",2.1,55.6,32.7,32.6,7,66.2,30.8,50.8,7.936507937
213.1,30990,11424,29.2,0,51.5,"Lake County, Michigan",2.53,46.6,26.4,41.5,13.2,51,25.8,57.9,4.4221105530000004
186.7,51510,88373,11.1,135.7880801,43.3,"Lapeer County, Michigan",2.64,57.1,37.2,37.1,10.5,74.7,50.2,33.3,5.407671348
132.5,60622,21981,8.9,0,52.4,"Leelanau County, Michigan",2.31,61.4,21.1,22.4,7.1,75.8,40.7,38.4,5.887253541
177.6,48194,98573,14.5,649.2650117,40.9,"Lenawee County, Michigan",2.46,50,31.4,36.7,8.6,71.5,47.6,36.3,4.630064868
162.7,74341,187316,6.1,0,42.1,"Livingston County, Michigan",2.66,58.9,31.2,25.6,5.9,83.2,60.8,24.4,4.426612689
175.3,37590,6415,20.6,0,44.3,"Luce County, Michigan",2.27,45.9,49.4,45,11.6,59.5,34.4,50.6,5.95959596
160.3,39359,10890,15.4,0,50.9,"Mackinac County, Michigan",2.07,54.2,29.4,36.5,12.5,63.4,35.2,44,3.381147541
177.8,54865,864840,12.3,154.9419546,40.8,"Macomb County, Michigan",2.52,49.5,29.2,30.6,9,73.6,51.5,31.9,4.707995158
180,37477,24461,16.6,81.7628061,48.2,"Manistee County, Michigan",2.28,51.1,40.4,37.3,11.5,65.4,35.6,45.4,4.046522898
168.7,44735,67215,15.4,74.38815741,39.1,"Marquette County, Michigan",2.38,46.4,23.3,33.1,8.1,73.2,49,32.7,3.31536726
190.2,42896,28783,16.3,799.0827919,45.7,"Mason County, Michigan",2.3,54.9,33.9,34.4,10.7,64.3,36.9,43.5,5.960854093
177.2,41572,43067,23,626.9301321,35.7,"Mecosta County, Michigan",2.61,44.2,22.6,34.4,12.2,67.9,44.4,37.2,4.303337477
185,42191,23548,14.5,0,47.5,"Menominee County, Michigan",2.19,52.9,43.3,42.2,8.5,66.3,42.1,41.3,5.558035714
154.4,51629,83632,11.9,0,40.9,"Midland County, Michigan",2.45,57.2,34.5,29.6,8.5,76.5,53.6,31.9,5.762837089
190.2,40455,14903,16.1,0,43,"Missaukee County, Michigan",2.52,56.8,49.1,42.8,11,61.4,37.6,43.5,4.809286899
182.8,57719,149568,10.4,608.4189131,41.7,"Monroe County, Michigan",2.55,54.1,35.6,36.2,8.3,77,55.4,31.1,6.102216567
184.5,41554,62945,20.4,0,40,"Montcalm County, Michigan",2.59,51.3,42.1,39,11.2,64.9,43.1,40.1,5.831775701
207.6,37961,9259,15.7,0,54.6,"Montmorency County, Michigan",2.27,51.5,26.3,41.9,16,60.8,27.5,53.1,3.263086336
189.2,42588,172790,20,260.4317379,39.1,"Muskegon County, Michigan",2.56,47.4,34.9,34.8,11.9,64,44.6,41.4,4.97414174
197,41588,47948,21,0,42.4,"Newaygo County, Michigan",2.58,55.8,37.7,41.1,10.1,62.4,40.5,43.5,5.713998795
159.6,69378,1242304,10,297.0287466,40.8,"Oakland County, Michigan",2.47,52.4,26.8,20.1,7.5,79,56.8,26.4,5.31040591
153.3,41166,26105,20.1,0,42.3,"Oceana County, Michigan",2.6,57.1,32.9,34.7,8.7,61.3,37.4,44.2,4.930928626
177,35968,20937,21.4,0,49,"Ogemaw County, Michigan",2.22,54.7,27.9,40.9,12.4,60.1,31.5,51,6.505717916
171.1,35387,6007,17.8,0,55.6,"Ontonagon County, Michigan",2.01,57,21.5,40.6,13.7,63.6,28.9,49.4,3.276955603
193.7,40235,23058,20.4,1778.124729,42.5,"Osceola County, Michigan",2.6,51.1,39.6,44.7,10.3,59.7,37,43.7,4.211869815
199.5,33975,8251,20.5,0,51.3,"Oscoda County, Michigan",2.27,55.7,27.9,40.6,13.2,57.4,26,49.7,5.041436464
194.7,44693,24253,13.2,0,44.2,"Otsego County, Michigan",2.38,56.8,39.6,36.6,8.2,68.4,44.4,39.2,3.216430924
142.2,60577,279955,9.1,7.144005287,34.7,"Ottawa County, Michigan",2.74,56.6,24.3,28.9,6.1,80.2,59.2,25.6,5.371555803
171.8,39420,12841,16.1,0,53.2,"Presque Isle County, Michigan",2.13,59.6,27.6,40.6,13.1,70,37.2,45.7,3.178368121
201.8,35002,23898,20.7,0,54.4,"Roscommon County, Michigan",2.06,53.8,33.6,38.9,14.2,60.7,27,56,5.928954766
175.3,44548,193307,17.4,460.4075383,40.3,"Saginaw County, Michigan",2.44,45.5,27.8,34.2,11.1,67,43.4,41.3,5.433100881
189.5,50303,159875,13.8,500.3909304,42.8,"St. Clair County, Michigan",2.47,53.7,36.3,35.3,10.4,71.2,47.2,36.1,4.646092865
178.9,43687,61018,18.5,0,39.2,"St. Joseph County, Michigan",2.59,54,40.9,38.9,8.6,66.2,45.1,37.9,7.077326343
170.6,42081,41475,14.7,0,44.2,"Sanilac County, Michigan",2.55,53.6,39.1,45.1,10.7,63.8,38.5,40,5.167988801
213.7,39539,8173,17.6,0,50,"Schoolcraft County, Michigan",2.38,52.1,53.8,46.8,15.6,60,33.4,49.7,4.633204633
184.9,47882,68619,15.3,72.8661158,41.5,"Shiawassee County, Michigan",2.49,54.9,33.4,36.6,10.3,70.7,48.5,35.2,5.135520685
181.9,43186,53777,15.6,0,43.3,"Tuscola County, Michigan",2.49,55.9,36.1,42,9.3,68,39.8,40.5,6.304667879
188.2,46715,75077,16.5,173.1555603,41.3,"Van Buren County, Michigan",2.61,51.1,33.7,34,8.4,62.7,42,39.8,4.666419111
157,62861,358880,14.3,1290.124833,33.4,"Washtenaw County, Michigan",2.43,44.3,15.4,15.7,7.4,82.2,60.9,23.4,4.120270702
197.9,41434,1759335,24.1,470.063973,37.8,"Wayne County, Michigan",2.63,38.1,30.7,30.3,14.9,58.4,41,42,5.676241281
199.2,39807,33003,19,0,41.7,"Wexford County, Michigan",2.56,54.3,39.4,38.8,9.5,63.4,40.1,42.5,5.24857851
164.1,40676,15702,14.9,0,53.1,"Aitkin County, Minnesota",2.05,61.2,42.4,39.9,7.3,66.3,32.5,51.5,7.867412141
167.9,70868,344151,7.6,418.4209838,37.9,"Anoka County, Minnesota",2.7,54.4,32.3,28.4,6.2,79.3,60.6,25.7,6.191392604
189.3,51116,33386,14.6,0,42.4,"Becker County, Minnesota",2.41,57.6,38.2,33.5,3.5,66.7,41,38.4,5.235358086
162.6,43706,45672,18.5,1050.972149,33.3,"Beltrami County, Minnesota",2.59,44.2,24.7,26.1,10.6,58.6,39.6,40.5,6.561704535
155.3,52531,39710,13.6,0,35.4,"Benton County, Minnesota",2.45,50.6,27,32.1,6.7,71.5,51.3,32.2,7.207014542
182.1,51576,81251,16.6,12.30754083,39.4,"Clinton County, New York",2.32,46.3,30.9,35.3,6.9,72.6,49.2,37.4,4.275633043
171.5,55047,61509,11.6,130.0622673,46.6,"Columbia County, New York",2.37,49.3,30.3,30.7,6.7,73.1,48.9,36.9,3.458303859
181.4,48357,48494,13.8,41.24221553,36.1,"Cortland County, New York",2.54,42.2,18.1,34.7,6.1,75.3,54.3,31.6,3.084671073
160.7,45860,46053,14.4,0,46.4,"Delaware County, New York",2.31,47.8,39.2,38.7,9.5,66.8,42.6,42.4,4.154951578
164.8,70925,295754,10.2,74.38614524,41.2,"Dutchess County, New York",2.61,48.7,28.3,27,8.7,76.3,54.7,29.3,3.807095815
183.3,50134,922578,15.2,121.3989495,40.4,"Erie County, New York",2.33,44.3,26.9,28.4,7,71.9,51.7,36.6,4.815862717
164.5,50182,38478,12,25.98887676,45.9,"Essex County, New York",2.37,50.5,39.2,34.5,7.9,70.8,45.8,39.4,3.244249435
180.9,45704,50660,18.5,0,39.8,"Franklin County, New York",2.36,45,33.1,36.2,8.8,64.6,43.7,40.5,5.8605919
183.4,45409,53992,17.8,0,42.8,"Fulton County, New York",2.4,49.3,27.8,38.5,9.3,64.2,42.9,42.7,4.80729036
181.6,52410,58937,12,0,42.7,"Genesee County, New York",2.45,52.8,32.7,37.2,6.7,73.2,51.9,34.7,6.002939584
187.3,52597,47625,11.1,0,45.2,"Greene County, New York",2.55,48.2,37,36.3,9.1,70.6,48.7,37.9,4.626911005
194.2,49137,4712,11.4,9762.308998,51.9,"Hamilton County, New York",3.38,42.7,42.9,32.3,9.7,73.1,42,40.6,4.529616725
150.9,44148,63100,16.5,15.84786054,42.9,"Herkimer County, New York",2.4,50.1,29,34.5,8.7,65.8,45,40.7,4.741223308
177,49781,117635,15.1,0,31.8,"Jefferson County, New York",2.54,53.5,44.2,33.5,10.6,69.7,34.5,36.4,7.816390603
153.8,47547,2636735,23.4,42.47677525,34.4,"Kings County, New York",2.74,40.1,26,26.2,10,51.4,38.7,43.4,5.227447022
173.6,47542,26957,14.3,593.5378566,41.4,"Lewis County, New York",0.0254,56,35.1,45.3,8.3,68.3,45.9,36.1,5.441478439
172,49920,64717,14.7,0,40.1,"Livingston County, New York",2.42,47.2,24.2,33.7,5.4,76.5,53.9,32.9,5.026285421
174.2,51600,71849,11.8,125.2627037,40.8,"Madison County, New York",2.55,46.7,25.6,33.7,5.1,74.1,54.4,33.5,3.238819733
169.5,51371,749600,14.2,94.7171825,38.5,"Monroe County, New York",2.41,44.1,24,25,7.7,73.1,52.1,34.5,4.726955479
170.1,40923,49642,18.9,60.43269812,41,"Montgomery County, New York",2.5,44.5,28.5,36.6,8.9,61.4,41.3,44.7,6.043704855
